file,line,col,category,source,severity,is_controlled
qtrader/security/jwt_auth.py,37,17,STOCHASTIC_CALL,datetime.now,LOW,False
qtrader/meta/genetic.py,95,35,STOCHASTIC_CALL,random.choice,LOW,False
qtrader/meta/genetic.py,98,29,STOCHASTIC_CALL,random.choice,LOW,False
qtrader/meta/genetic.py,109,11,STOCHASTIC_CALL,random.random,LOW,False
qtrader/meta/genetic.py,112,17,STOCHASTIC_CALL,random.random,LOW,False
qtrader/meta/genetic.py,123,25,STOCHASTIC_CALL,random.choice,LOW,False
qtrader/meta/genetic.py,164,21,STOCHASTIC_CALL,random.random,LOW,False
qtrader/meta/genetic.py,167,21,STOCHASTIC_CALL,random.choice,LOW,False
qtrader/meta/genetic.py,168,21,STOCHASTIC_CALL,random.choice,LOW,False
qtrader/meta/memory.py,51,35,STOCHASTIC_CALL,datetime.datetime.now,LOW,False
qtrader/meta/strategy_generator.py,49,19,STOCHASTIC_CALL,random.choice,MEDIUM,False
qtrader/meta/strategy_generator.py,53,17,STOCHASTIC_CALL,random.random,MEDIUM,False
qtrader/meta/strategy_generator.py,58,19,STOCHASTIC_CALL,random.choice,MEDIUM,False
qtrader/meta/strategy_generator.py,61,17,STOCHASTIC_CALL,random.choice,MEDIUM,False
qtrader/meta/strategy_generator.py,66,13,STOCHASTIC_CALL,random.choice,MEDIUM,False
qtrader/meta/strategy_generator.py,89,50,STOCHASTIC_CALL,random.randint,MEDIUM,False
qtrader/meta/self_evolution.py,86,15,STOCHASTIC_CALL,random.random,LOW,False
qtrader/meta/self_evolution.py,93,37,STOCHASTIC_CALL,random.uniform,LOW,False
qtrader/meta/self_evolution.py,96,36,STOCHASTIC_CALL,random.randint,LOW,False
qtrader/meta/self_evolution.py,144,21,STOCHASTIC_CALL,random.choice,LOW,False
qtrader/compliance/risk_disclosure.py,47,21,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/compliance/risk_disclosure.py,84,25,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/compliance/risk_disclosure.py,85,33,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/feedback/incident_handler.py,56,26,STOCHASTIC_CALL,time.time,LOW,False
qtrader/feedback/incident_handler.py,89,22,STOCHASTIC_CALL,time.time,LOW,False
qtrader/feedback/incident_handler.py,114,29,STOCHASTIC_CALL,time.time,LOW,False
qtrader/feedback/dashboard.py,45,24,STOCHASTIC_CALL,time.time,LOW,False
qtrader/feedback/dashboard.py,106,45,STOCHASTIC_CALL,time.time,LOW,False
qtrader/backtest/l2_broker_sim.py,81,34,STOCHASTIC_CALL,time,MEDIUM,False
qtrader/backtest/l2_broker_sim.py,95,34,STOCHASTIC_CALL,time,MEDIUM,False
qtrader/backtest/l2_broker_sim.py,109,26,STOCHASTIC_CALL,time,MEDIUM,False
qtrader/backtest/l2_broker_sim.py,131,30,STOCHASTIC_CALL,time,MEDIUM,False
qtrader/backtest/l2_broker_sim.py,145,30,STOCHASTIC_CALL,time,MEDIUM,False
qtrader/backtest/l2_broker_sim.py,160,22,STOCHASTIC_CALL,time,MEDIUM,False
qtrader/system/system_orchestrator.py,50,26,STOCHASTIC_CALL,time,LOW,False
qtrader/system/system_orchestrator.py,117,30,STOCHASTIC_CALL,time,LOW,False
qtrader/audit/audit_storage.py,63,14,STOCHASTIC_CALL,time.time,LOW,False
qtrader/audit/audit_storage.py,128,14,STOCHASTIC_CALL,time.time,LOW,False
qtrader/audit/regulatory_export.py,72,21,STOCHASTIC_CALL,time.time,LOW,False
qtrader/audit/regulatory_export.py,114,29,STOCHASTIC_CALL,time.time,LOW,False
qtrader/audit/regulatory_export.py,115,42,STOCHASTIC_CALL,time.time,LOW,False
qtrader/audit/reporting_engine.py,58,21,STOCHASTIC_CALL,time.time,LOW,False
qtrader/audit/reporting_engine.py,84,25,STOCHASTIC_CALL,time.time,LOW,False
qtrader/audit/reporting_engine.py,85,44,STOCHASTIC_CALL,time.time,LOW,False
qtrader/audit/dashboard.py,56,21,STOCHASTIC_CALL,time.time,LOW,False
qtrader/audit/dashboard.py,91,25,STOCHASTIC_CALL,time.time,LOW,False
qtrader/audit/dashboard.py,92,41,STOCHASTIC_CALL,time.time,LOW,False
qtrader/ml/stability.py,40,14,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/ml/registry.py,67,34,STOCHASTIC_CALL,datetime.now,MEDIUM,False
qtrader/ml/online_learning.py,57,18,STOCHASTIC_CALL,np.random.choice,MEDIUM,False
qtrader/ml/autonomous.py,81,21,STOCHASTIC_CALL,time,MEDIUM,False
qtrader/ml/feedback_loop.py,76,14,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/execution/benchmark_orderbook.py,22,21,STOCHASTIC_CALL,random.uniform,HIGH,True
qtrader/execution/benchmark_orderbook.py,28,21,STOCHASTIC_CALL,random.uniform,HIGH,True
qtrader/execution/benchmark_orderbook.py,36,15,STOCHASTIC_CALL,random.uniform,HIGH,True
qtrader/execution/benchmark_orderbook.py,54,15,STOCHASTIC_CALL,random.choice,HIGH,True
qtrader/execution/benchmark_orderbook.py,55,21,STOCHASTIC_CALL,random.choice,HIGH,True
qtrader/execution/benchmark_orderbook.py,63,36,STOCHASTIC_CALL,random.uniform,HIGH,True
qtrader/execution/benchmark_orderbook.py,65,36,STOCHASTIC_CALL,random.uniform,HIGH,True
qtrader/execution/benchmark_orderbook.py,140,15,STOCHASTIC_CALL,random.choice,HIGH,True
qtrader/execution/benchmark_orderbook.py,141,15,STOCHASTIC_CALL,random.uniform,HIGH,True
qtrader/execution/slippage_model.py,83,43,STOCHASTIC_CALL,random.gauss,HIGH,False
qtrader/execution/execution_monitor.py,42,27,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/execution_monitor.py,103,29,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/execution_monitor.py,104,49,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/execution_engine.py,127,55,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/degradation_handler.py,51,27,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/degradation_handler.py,110,29,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/degradation_handler.py,111,46,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/order_id.py,40,23,STOCHASTIC_CALL,time.time_ns,HIGH,False
qtrader/execution/state_builder.py,105,54,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/orderbook_enhanced.py,68,39,STOCHASTIC_CALL,random.gauss,HIGH,False
qtrader/execution/orderbook_enhanced.py,94,43,STOCHASTIC_CALL,random.uniform,HIGH,False
qtrader/execution/orderbook_enhanced.py,109,29,STOCHASTIC_CALL,time,HIGH,False
qtrader/execution/orderbook_enhanced.py,111,40,STOCHASTIC_CALL,time,HIGH,False
qtrader/execution/orderbook_enhanced.py,145,39,STOCHASTIC_CALL,random.uniform,HIGH,False
qtrader/execution/orderbook_enhanced.py,158,25,STOCHASTIC_CALL,time,HIGH,False
qtrader/execution/orderbook_enhanced.py,298,22,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/execution/orderbook_enhanced.py,367,26,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/execution/safety.py,31,14,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/shadow_engine.py,312,39,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/execution/rl_agent.py,186,31,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/rl_agent.py,187,22,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/execution/slippage_control.py,43,25,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/slippage_control.py,93,29,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/slippage_control.py,94,46,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/brokers/coinbase_jwt.py,21,14,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/brokers/binance.py,58,38,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/exchange/binance_adapter.py,58,34,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/exchange/binance_adapter.py,82,38,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/algos/vwap.py,44,39,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/algos/pov.py,64,25,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/algos/twap.py,46,39,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/execution/rl/replay_buffer.py,55,15,STOCHASTIC_CALL,random.sample,HIGH,False
qtrader/execution/strategy/slicing.py,117,29,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/hft/optimizer.py,75,29,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/hft/optimizer.py,132,25,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/hft/rl_agent.py,85,23,STOCHASTIC_CALL,np.random.randint,HIGH,False
qtrader/governance/kill_switch.py,103,44,STOCHASTIC_CALL,time.time,LOW,False
qtrader/governance/approval_pipeline.py,100,50,STOCHASTIC_CALL,time.time,LOW,False
qtrader/governance/strategy_fsm.py,85,50,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/risk_monitor.py,50,21,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/portfolio/risk_monitor.py,106,29,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/portfolio/risk_monitor.py,107,45,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/portfolio/scaling_governor.py,48,21,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/scaling_governor.py,109,29,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/scaling_governor.py,110,54,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/position_sizing.py,46,21,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/position_sizing.py,94,29,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/position_sizing.py,95,44,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/capital_flow.py,46,26,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/capital_flow.py,99,29,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/capital_flow.py,100,46,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/drawdown_controller.py,43,21,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/drawdown_controller.py,102,29,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/drawdown_controller.py,103,48,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/reallocator.py,48,21,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/reallocator.py,130,29,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/reallocator.py,131,67,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/scaling_engine.py,47,21,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/scaling_engine.py,100,29,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/scaling_engine.py,101,54,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/capital_guard.py,40,21,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/capital_guard.py,83,29,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/capital_guard.py,84,43,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/allocator.py,44,21,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/allocator.py,124,29,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/portfolio/allocator.py,125,54,STOCHASTIC_CALL,time.time,MEDIUM,False
qtrader/bot/runner.py,372,21,STOCHASTIC_CALL,time.time,LOW,False
qtrader/bot/runner.py,494,31,STOCHASTIC_CALL,time.time,LOW,False
qtrader/bot/runner.py,579,31,STOCHASTIC_CALL,time.time,LOW,False
qtrader/bot/runner.py,604,31,STOCHASTIC_CALL,time.time,LOW,False
qtrader/bot/runner.py,616,31,STOCHASTIC_CALL,time.time,LOW,False
qtrader/monitoring/metrics.py,181,25,STOCHASTIC_CALL,datetime.now,LOW,False
qtrader/monitoring/warroom_service.py,136,25,STOCHASTIC_CALL,datetime.now,LOW,False
qtrader/data/catalog.py,66,12,STOCHASTIC_CALL,datetime.now,LOW,False
qtrader/data/iceberg.py,26,22,STOCHASTIC_CALL,np.random.randint,LOW,False
qtrader/data/quality_gate.py,115,22,STOCHASTIC_CALL,time.time,LOW,False
qtrader/data/market/market_feed.py,105,33,STOCHASTIC_CALL,time.time,LOW,False
qtrader/data/market/coinbase_market.py,85,83,STOCHASTIC_CALL,datetime.now,LOW,False
qtrader/data/market/clock_sync.py,76,40,STOCHASTIC_CALL,time.time,LOW,False
qtrader/data/market/clock_sync.py,99,33,STOCHASTIC_CALL,time.time,LOW,False
qtrader/data/market/clock_sync.py,123,14,STOCHASTIC_CALL,datetime.datetime.now,LOW,False
qtrader/data/market/ohlcv.py,34,17,STOCHASTIC_CALL,datetime.now,LOW,False
qtrader/data/market/feed_arbitrator.py,42,14,STOCHASTIC_CALL,datetime.datetime.now,LOW,False
qtrader/risk/kill_switch.py,60,21,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/risk/kill_switch.py,91,35,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/risk/kill_switch.py,98,22,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/risk/runtime.py,46,32,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/risk/runtime.py,114,18,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/risk/network_kill_switch.py,58,33,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/risk/network_kill_switch.py,74,33,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/risk/network_kill_switch.py,113,29,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/risk/network_kill_switch.py,159,29,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/risk/fallback_engine.py,98,32,STOCHASTIC_CALL,time,HIGH,False
qtrader/risk/fallback_engine.py,165,14,STOCHASTIC_CALL,time,HIGH,False
qtrader/risk/portfolio/fees.py,78,24,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/risk/portfolio/fees.py,136,24,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/risk/portfolio/multi_asset_engine.py,75,26,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/risk/portfolio/multi_asset_engine.py,84,26,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/risk/portfolio/multi_asset_engine.py,99,26,STOCHASTIC_CALL,datetime.now,HIGH,False
qtrader/certification/checklist.py,48,21,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/checklist.py,81,29,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/checklist.py,82,47,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/audit_integrity.py,44,21,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/audit_integrity.py,103,29,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/audit_integrity.py,104,54,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/capital_test.py,56,21,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/capital_test.py,98,29,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/capital_test.py,99,47,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/replay_test.py,54,21,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/replay_test.py,101,29,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/replay_test.py,102,42,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/go_live_gate.py,43,21,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/go_live_gate.py,96,29,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/go_live_gate.py,97,49,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/go_live_gate.py,98,54,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/risk_simulation.py,56,21,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/certification/risk_simulation.py,102,29,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/certification/risk_simulation.py,103,47,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/certification/data_integrity.py,54,21,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/data_integrity.py,117,29,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/data_integrity.py,118,42,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/stress_test.py,52,21,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/stress_test.py,102,29,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/stress_test.py,103,53,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/execution_consistency.py,46,21,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/certification/execution_consistency.py,153,29,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/certification/execution_consistency.py,154,54,STOCHASTIC_CALL,time.time,HIGH,False
qtrader/certification/failover_test.py,55,21,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/failover_test.py,97,29,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/failover_test.py,98,47,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/determinism_test.py,40,21,STOCHASTIC_CALL,time.time,LOW,True
qtrader/certification/determinism_test.py,54,33,STOCHASTIC_CALL,random.random,LOW,True
qtrader/certification/determinism_test.py,90,51,STOCHASTIC_CALL,time.time,LOW,True
qtrader/certification/determinism_test.py,91,29,STOCHASTIC_CALL,time.time,LOW,True
qtrader/certification/latency_test.py,42,21,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/latency_test.py,92,29,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/latency_test.py,93,54,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/shadow_validation.py,54,21,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/shadow_validation.py,112,29,STOCHASTIC_CALL,time.time,LOW,False
qtrader/certification/shadow_validation.py,113,47,STOCHASTIC_CALL,time.time,LOW,False
qtrader/validation/coverage.py,83,44,STOCHASTIC_CALL,time.time,LOW,False
qtrader/validation/fidelity.py,92,50,STOCHASTIC_CALL,time.time,LOW,False
qtrader/validation/scenario_generator.py,45,22,STOCHASTIC_CALL,np.random.randint,LOW,False
qtrader/validation/scenario_generator.py,73,22,STOCHASTIC_CALL,np.random.randint,LOW,False
qtrader/validation/simulation_validator.py,102,50,STOCHASTIC_CALL,time.time,LOW,False
qtrader/analytics/accounting.py,47,26,STOCHASTIC_CALL,time.time,LOW,False
qtrader/analytics/accounting.py,98,29,STOCHASTIC_CALL,time.time,LOW,False
qtrader/analytics/accounting.py,99,47,STOCHASTIC_CALL,time.time,LOW,False
qtrader/analytics/telemetry.py,15,19,STOCHASTIC_CALL,time.time,LOW,False
qtrader/analytics/fee_engine.py,47,26,STOCHASTIC_CALL,time.time,LOW,False
qtrader/analytics/fee_engine.py,89,29,STOCHASTIC_CALL,time.time,LOW,False
qtrader/analytics/fee_engine.py,90,47,STOCHASTIC_CALL,time.time,LOW,False
qtrader/analytics/tca_engine.py,96,24,STOCHASTIC_CALL,datetime.now,LOW,False
qtrader/analytics/reporting.py,45,27,STOCHASTIC_CALL,time.time,LOW,False
qtrader/analytics/reporting.py,108,29,STOCHASTIC_CALL,time.time,LOW,False
qtrader/analytics/reporting.py,124,48,STOCHASTIC_CALL,time.time,LOW,False
qtrader/strategy/base.py,232,20,STOCHASTIC_CALL,datetime.now,MEDIUM,False
